subject,filename,yaw,pitch,l_h_ratio,l_v_ratio,r_h_ratio,r_v_ratio,label
0014,0014_2m_-15P_-10V_-10H.jpg,179.174,32.470,0.498,0.500,0.498,0.498,1
0014,0014_2m_-15P_-10V_-15H.jpg,-1.271,27.407,0.498,0.499,0.496,0.498,0
0014,0014_2m_-15P_-10V_-5H.jpg,179.049,32.460,0.499,0.500,0.499,0.499,1
0014,0014_2m_-15P_-10V_0H.jpg,179.431,32.496,0.498,0.501,0.500,0.498,1
0014,0014_2m_-15P_-10V_10H.jpg,-0.790,27.563,0.499,0.501,0.500,0.499,1
0014,0014_2m_-15P_-10V_15H.jpg,179.081,32.297,0.500,0.500,0.499,0.498,0
0014,0014_2m_-15P_-10V_5H.jpg,179.276,32.207,0.499,0.501,0.500,0.499,1
0014,0014_2m_-15P_0V_-10H.jpg,179.723,32.741,0.498,0.499,0.498,0.498,1
0014,0014_2m_-15P_0V_-15H.jpg,-0.859,27.429,0.498,0.499,0.497,0.497,0
0014,0014_2m_-15P_0V_-5H.jpg,-0.659,28.011,0.498,0.500,0.499,0.498,1
0014,0014_2m_-15P_0V_0H.jpg,-0.408,27.730,0.499,0.500,0.500,0.498,1
0014,0014_2m_-15P_0V_10H.jpg,179.435,32.993,0.499,0.501,0.499,0.497,1
0014,0014_2m_-15P_0V_15H.jpg,-0.599,28.664,0.500,0.500,0.499,0.497,0
0014,0014_2m_-15P_0V_5H.jpg,179.282,33.091,0.498,0.501,0.500,0.498,1
0014,0014_2m_-15P_10V_-10H.jpg,-0.093,27.809,0.498,0.500,0.498,0.498,1
0014,0014_2m_-15P_10V_-15H.jpg,-0.176,28.008,0.498,0.499,0.497,0.496,0
0014,0014_2m_-15P_10V_-5H.jpg,179.463,33.666,0.498,0.499,0.499,0.497,1
0014,0014_2m_-15P_10V_0H.jpg,-0.454,29.377,0.498,0.501,0.499,0.498,1
0014,0014_2m_-15P_10V_10H.jpg,179.440,32.837,0.499,0.501,0.500,0.497,1
0014,0014_2m_-15P_10V_15H.jpg,179.748,33.556,0.499,0.501,0.499,0.497,0
0014,0014_2m_-15P_10V_5H.jpg,-0.418,28.697,0.499,0.501,0.500,0.497,1
0014,0014_2m_-30P_-10V_-10H.jpg,179.527,43.114,0.498,0.501,0.499,0.500,1
0014,0014_2m_-30P_-10V_-15H.jpg,179.194,42.467,0.499,0.501,0.499,0.500,0
0014,0014_2m_-30P_-10V_-5H.jpg,179.715,43.638,0.499,0.501,0.499,0.499,1
0014,0014_2m_-30P_-10V_0H.jpg,179.902,43.013,0.499,0.502,0.499,0.499,1
0014,0014_2m_-30P_-10V_10H.jpg,179.270,43.809,0.501,0.503,0.499,0.498,1
0014,0014_2m_-30P_-10V_15H.jpg,179.801,43.775,0.500,0.502,0.499,0.498,0
0014,0014_2m_-30P_-10V_5H.jpg,179.799,43.764,0.500,0.503,0.499,0.498,1
0014,0014_2m_-30P_0V_-10H.jpg,178.782,43.852,0.498,0.501,0.499,0.498,1
0014,0014_2m_-30P_0V_-15H.jpg,179.240,43.315,0.498,0.501,0.498,0.498,0
0014,0014_2m_-30P_0V_-5H.jpg,179.077,43.788,0.499,0.501,0.499,0.498,1
0014,0014_2m_-30P_0V_0H.jpg,178.998,43.686,0.500,0.500,0.499,0.498,1
0014,0014_2m_-30P_0V_10H.jpg,179.768,44.491,0.501,0.503,0.499,0.498,1
0014,0014_2m_-30P_0V_15H.jpg,179.312,44.509,0.501,0.504,0.499,0.498,0
0014,0014_2m_-30P_0V_5H.jpg,179.851,43.785,0.500,0.501,0.498,0.498,1
0014,0014_2m_-30P_10V_-10H.jpg,179.081,43.396,0.498,0.501,0.498,0.498,1
0014,0014_2m_-30P_10V_-15H.jpg,179.225,43.696,0.498,0.501,0.497,0.498,0
0014,0014_2m_-30P_10V_-5H.jpg,179.448,44.089,0.499,0.501,0.498,0.498,1
0014,0014_2m_-30P_10V_0H.jpg,179.706,42.812,0.499,0.500,0.499,0.498,1
0014,0014_2m_-30P_10V_10H.jpg,-179.942,44.465,0.501,0.502,0.499,0.498,1
0014,0014_2m_-30P_10V_15H.jpg,179.173,45.093,0.500,0.503,0.500,0.498,0
0014,0014_2m_-30P_10V_5H.jpg,-179.849,43.724,0.500,0.502,0.499,0.497,1
0014,0014_2m_0P_-10V_-10H.jpg,-1.542,8.798,0.500,0.499,0.500,0.498,1
0014,0014_2m_0P_-10V_-15H.jpg,-1.652,7.318,0.500,0.499,0.499,0.497,0
0014,0014_2m_0P_-10V_-5H.jpg,-2.237,7.832,0.500,0.499,0.500,0.497,1
0014,0014_2m_0P_-10V_0H.jpg,-1.963,8.298,0.500,0.499,0.500,0.498,1
0014,0014_2m_0P_-10V_10H.jpg,-1.930,9.107,0.501,0.499,0.500,0.499,1
0014,0014_2m_0P_-10V_15H.jpg,-1.796,0.290,0.501,0.500,0.501,0.498,0
0014,0014_2m_0P_-10V_5H.jpg,-1.704,11.001,0.500,0.499,0.500,0.499,1
0014,0014_2m_0P_0V_-10H.jpg,-2.020,3.847,0.500,0.499,0.499,0.496,1
0014,0014_2m_0P_0V_-15H.jpg,-1.828,4.220,0.500,0.499,0.499,0.496,0
0014,0014_2m_0P_0V_-5H.jpg,-1.946,4.827,0.500,0.499,0.500,0.497,1
0014,0014_2m_0P_0V_0H.jpg,-1.888,1.861,0.500,0.499,0.500,0.498,1
0014,0014_2m_0P_0V_10H.jpg,-1.938,7.823,0.500,0.499,0.501,0.498,1
0014,0014_2m_0P_0V_15H.jpg,-1.664,1.004,0.501,0.499,0.501,0.498,0
0014,0014_2m_0P_0V_5H.jpg,-1.934,7.468,0.500,0.498,0.501,0.497,1
0014,0014_2m_0P_10V_-10H.jpg,-1.794,3.091,0.499,0.499,0.500,0.497,1
0014,0014_2m_0P_10V_-15H.jpg,-2.113,6.611,0.499,0.499,0.498,0.496,0
0014,0014_2m_0P_10V_-5H.jpg,-2.098,0.455,0.500,0.498,0.500,0.497,1
0014,0014_2m_0P_10V_0H.jpg,-1.890,-3.178,0.499,0.499,0.500,0.497,1
0014,0014_2m_0P_10V_10H.jpg,-1.804,3.045,0.500,0.498,0.501,0.497,1
0014,0014_2m_0P_10V_15H.jpg,-2.107,0.149,0.501,0.498,0.500,0.498,0
0014,0014_2m_0P_10V_5H.jpg,-1.546,4.387,0.499,0.498,0.500,0.497,1
0014,0014_2m_15P_-10V_-10H.jpg,176.704,-33.722,0.501,0.501,0.500,0.500,1
0014,0014_2m_15P_-10V_-15H.jpg,176.714,-33.773,0.500,0.500,0.499,0.500,0
0014,0014_2m_15P_-10V_-5H.jpg,-2.761,-27.541,0.501,0.502,0.501,0.500,1
0014,0014_2m_15P_-10V_0H.jpg,-2.636,-27.913,0.501,0.501,0.502,0.499,1
0014,0014_2m_15P_-10V_10H.jpg,-2.375,-28.267,0.502,0.501,0.502,0.498,1
0014,0014_2m_15P_-10V_15H.jpg,-2.321,-28.727,0.502,0.499,0.502,0.499,0
0014,0014_2m_15P_-10V_5H.jpg,-2.380,-27.536,0.501,0.501,0.503,0.499,1
0014,0014_2m_15P_0V_-10H.jpg,-2.697,-30.700,0.500,0.500,0.499,0.499,1
0014,0014_2m_15P_0V_-15H.jpg,-2.905,-29.373,0.501,0.499,0.498,0.500,0
0014,0014_2m_15P_0V_-5H.jpg,-2.529,-31.004,0.501,0.500,0.500,0.499,1
0014,0014_2m_15P_0V_0H.jpg,176.741,-34.370,0.501,0.501,0.502,0.499,1
0014,0014_2m_15P_0V_10H.jpg,176.907,-33.375,0.502,0.500,0.502,0.498,1
0014,0014_2m_15P_0V_15H.jpg,-2.546,-29.458,0.503,0.499,0.501,0.498,0
0014,0014_2m_15P_0V_5H.jpg,-2.260,-29.246,0.501,0.501,0.502,0.498,1
0014,0014_2m_15P_10V_-10H.jpg,-3.029,-30.150,0.500,0.500,0.500,0.498,1
0014,0014_2m_15P_10V_-15H.jpg,176.671,-34.425,0.500,0.499,0.498,0.499,0
0014,0014_2m_15P_10V_-5H.jpg,-2.519,-31.889,0.500,0.500,0.501,0.498,1
0014,0014_2m_15P_10V_0H.jpg,-2.614,-30.388,0.501,0.500,0.502,0.499,1
0014,0014_2m_15P_10V_10H.jpg,-2.696,-30.443,0.502,0.500,0.502,0.498,1
0014,0014_2m_15P_10V_15H.jpg,-2.492,-29.075,0.502,0.498,0.503,0.497,0
0014,0014_2m_15P_10V_5H.jpg,176.752,-34.927,0.501,0.500,0.502,0.498,1
0014,0014_2m_30P_-10V_-10H.jpg,175.924,-39.917,0.502,0.501,0.499,0.502,1
0014,0014_2m_30P_-10V_-15H.jpg,175.684,-39.020,0.503,0.500,0.499,0.504,0
0014,0014_2m_30P_-10V_-5H.jpg,175.627,-38.662,0.503,0.501,0.499,0.501,1
0014,0014_2m_30P_-10V_0H.jpg,-4.647,-39.127,0.502,0.501,0.500,0.501,1
0014,0014_2m_30P_-10V_10H.jpg,-4.617,-38.219,0.504,0.499,0.502,0.501,1
0014,0014_2m_30P_-10V_15H.jpg,-4.424,-37.641,0.504,0.499,0.504,0.501,0
0014,0014_2m_30P_-10V_5H.jpg,-4.496,-38.276,0.503,0.500,0.502,0.501,1
0014,0014_2m_30P_0V_-10H.jpg,176.199,-41.331,0.502,0.500,0.499,0.500,1
0014,0014_2m_30P_0V_-15H.jpg,176.055,-42.377,0.501,0.500,0.499,0.501,0
0014,0014_2m_30P_0V_-5H.jpg,176.137,-41.634,0.501,0.501,0.500,0.501,1
0014,0014_2m_30P_0V_0H.jpg,176.358,-41.171,0.502,0.500,0.501,0.500,1
0014,0014_2m_30P_0V_10H.jpg,175.813,-42.227,0.503,0.500,0.503,0.500,1
0014,0014_2m_30P_0V_15H.jpg,176.123,-42.287,0.505,0.499,0.504,0.500,0
0014,0014_2m_30P_0V_5H.jpg,175.849,-41.837,0.502,0.501,0.503,0.500,1
0014,0014_2m_30P_10V_-10H.jpg,175.698,-41.718,0.502,0.501,0.499,0.500,1
0014,0014_2m_30P_10V_-15H.jpg,175.766,-42.232,0.501,0.500,0.499,0.500,0
0014,0014_2m_30P_10V_-5H.jpg,175.734,-42.643,0.501,0.501,0.501,0.499,1
0014,0014_2m_30P_10V_0H.jpg,176.074,-42.488,0.502,0.501,0.501,0.499,1
0014,0014_2m_30P_10V_10H.jpg,175.976,-42.584,0.503,0.499,0.503,0.499,1
0014,0014_2m_30P_10V_15H.jpg,176.447,-42.510,0.504,0.499,0.504,0.500,0
0014,0014_2m_30P_10V_5H.jpg,176.023,-42.018,0.503,0.500,0.503,0.500,1
0015,0015_2m_-15P_-10V_-10H.jpg,-0.844,24.755,0.499,0.502,0.498,0.500,1
0015,0015_2m_-15P_-10V_-15H.jpg,-1.141,25.143,0.500,0.500,0.498,0.499,0
0015,0015_2m_-15P_-10V_-5H.jpg,-0.374,23.642,0.499,0.501,0.499,0.500,1
0015,0015_2m_-15P_-10V_0H.jpg,-1.116,23.766,0.500,0.502,0.499,0.500,1
0015,0015_2m_-15P_-10V_10H.jpg,-1.147,23.706,0.501,0.501,0.498,0.500,1
0015,0015_2m_-15P_-10V_15H.jpg,-0.852,24.931,0.501,0.501,0.498,0.499,0
0015,0015_2m_-15P_-10V_5H.jpg,-1.284,24.215,0.501,0.501,0.499,0.500,1
0015,0015_2m_-15P_0V_-10H.jpg,-1.128,24.949,0.500,0.501,0.498,0.500,1
0015,0015_2m_-15P_0V_-15H.jpg,-0.918,24.082,0.500,0.500,0.497,0.498,0
0015,0015_2m_-15P_0V_-5H.jpg,-0.910,24.250,0.499,0.501,0.499,0.500,1
0015,0015_2m_-15P_0V_0H.jpg,-1.859,24.287,0.500,0.501,0.499,0.500,1
0015,0015_2m_-15P_0V_10H.jpg,-1.942,22.719,0.501,0.501,0.498,0.500,1
0015,0015_2m_-15P_0V_15H.jpg,-1.819,22.855,0.502,0.501,0.498,0.499,0
0015,0015_2m_-15P_0V_5H.jpg,-1.120,22.701,0.501,0.501,0.499,0.501,1
0015,0015_2m_-15P_10V_-10H.jpg,-1.359,25.497,0.500,0.501,0.497,0.499,1
0015,0015_2m_-15P_10V_-15H.jpg,-1.028,25.268,0.500,0.500,0.496,0.498,0
0015,0015_2m_-15P_10V_-5H.jpg,-1.771,23.626,0.500,0.499,0.498,0.499,1
0015,0015_2m_-15P_10V_0H.jpg,-1.306,23.803,0.500,0.500,0.499,0.499,1
0015,0015_2m_-15P_10V_10H.jpg,-1.679,23.012,0.501,0.500,0.499,0.500,1
0015,0015_2m_-15P_10V_15H.jpg,-1.325,23.052,0.502,0.501,0.498,0.499,0
0015,0015_2m_-15P_10V_5H.jpg,-1.762,23.338,0.500,0.501,0.499,0.500,1
0015,0015_2m_-30P_-10V_-10H.jpg,-2.243,33.771,0.499,0.502,0.499,0.500,1
0015,0015_2m_-30P_-10V_-15H.jpg,-2.376,33.536,0.499,0.502,0.499,0.501,0
0015,0015_2m_-30P_-10V_-5H.jpg,-2.511,32.806,0.500,0.502,0.499,0.500,1
0015,0015_2m_-30P_-10V_0H.jpg,-2.439,32.185,0.500,0.502,0.499,0.500,1
0015,0015_2m_-30P_-10V_10H.jpg,-2.719,32.986,0.502,0.503,0.498,0.500,1
0015,0015_2m_-30P_-10V_15H.jpg,-2.572,33.358,0.502,0.504,0.498,0.500,0
0015,0015_2m_-30P_-10V_5H.jpg,-2.496,32.391,0.500,0.502,0.499,0.500,1
0015,0015_2m_-30P_0V_-10H.jpg,-2.041,34.672,0.500,0.502,0.499,0.500,1
0015,0015_2m_-30P_0V_-15H.jpg,-2.193,34.834,0.499,0.501,0.499,0.500,0
0015,0015_2m_-30P_0V_-5H.jpg,-2.842,34.723,0.500,0.502,0.499,0.500,1
0015,0015_2m_-30P_0V_0H.jpg,-2.426,33.182,0.500,0.502,0.498,0.499,1
0015,0015_2m_-30P_0V_10H.jpg,-2.363,34.444,0.502,0.501,0.498,0.499,1
0015,0015_2m_-30P_0V_15H.jpg,-2.299,34.355,0.502,0.504,0.498,0.499,0
0015,0015_2m_-30P_0V_5H.jpg,-2.449,33.716,0.501,0.502,0.499,0.500,1
0015,0015_2m_-30P_10V_-10H.jpg,-1.976,34.360,0.499,0.501,0.499,0.500,1
0015,0015_2m_-30P_10V_-15H.jpg,-1.887,35.052,0.499,0.500,0.499,0.499,0
0015,0015_2m_-30P_10V_-5H.jpg,-1.734,33.312,0.500,0.501,0.499,0.500,1
0015,0015_2m_-30P_10V_0H.jpg,-2.369,33.232,0.500,0.501,0.499,0.500,1
0015,0015_2m_-30P_10V_10H.jpg,-0.849,32.811,0.501,0.502,0.499,0.499,1
0015,0015_2m_-30P_10V_15H.jpg,-2.597,34.634,0.502,0.502,0.499,0.499,0
0015,0015_2m_-30P_10V_5H.jpg,-1.214,33.345,0.501,0.501,0.499,0.499,1
0015,0015_2m_0P_-10V_-10H.jpg,-1.172,5.227,0.501,0.500,0.498,0.498,1
0015,0015_2m_0P_-10V_-15H.jpg,-1.042,5.634,0.501,0.500,0.498,0.497,0
0015,0015_2m_0P_-10V_-5H.jpg,-1.493,4.974,0.501,0.500,0.499,0.499,1
0015,0015_2m_0P_-10V_0H.jpg,-0.994,4.867,0.501,0.500,0.499,0.499,1
0015,0015_2m_0P_-10V_10H.jpg,-0.558,3.526,0.500,0.501,0.500,0.499,1
0015,0015_2m_0P_-10V_15H.jpg,-0.771,3.141,0.503,0.501,0.499,0.500,0
0015,0015_2m_0P_-10V_5H.jpg,-0.964,3.553,0.501,0.501,0.499,0.500,1
0015,0015_2m_0P_0V_-10H.jpg,-0.917,4.685,0.501,0.499,0.498,0.498,1
0015,0015_2m_0P_0V_-15H.jpg,-0.676,4.498,0.502,0.500,0.498,0.497,0
0015,0015_2m_0P_0V_-5H.jpg,-0.879,6.872,0.502,0.499,0.499,0.498,1
0015,0015_2m_0P_0V_0H.jpg,-1.055,1.674,0.501,0.499,0.499,0.498,1
0015,0015_2m_0P_0V_10H.jpg,-0.836,5.406,0.502,0.500,0.500,0.500,1
0015,0015_2m_0P_0V_15H.jpg,-0.634,5.155,0.504,0.501,0.499,0.500,0
0015,0015_2m_0P_0V_5H.jpg,-0.822,3.724,0.501,0.500,0.499,0.499,1
0015,0015_2m_0P_10V_-10H.jpg,-0.683,5.908,0.501,0.499,0.499,0.498,1
0015,0015_2m_0P_10V_-15H.jpg,-0.378,5.476,0.501,0.500,0.498,0.496,0
0015,0015_2m_0P_10V_-5H.jpg,-0.218,6.169,0.501,0.499,0.499,0.498,1
0015,0015_2m_0P_10V_0H.jpg,-0.563,4.454,0.501,0.499,0.499,0.498,1
0015,0015_2m_0P_10V_10H.jpg,-0.721,4.729,0.502,0.498,0.501,0.499,1
0015,0015_2m_0P_10V_15H.jpg,-0.804,3.289,0.504,0.499,0.500,0.499,0
0015,0015_2m_0P_10V_5H.jpg,-0.904,4.859,0.501,0.499,0.500,0.498,1
0015,0015_2m_15P_-10V_-10H.jpg,-2.055,-22.731,0.502,0.501,0.501,0.500,1
0015,0015_2m_15P_-10V_-15H.jpg,-2.486,-21.958,0.502,0.502,0.500,0.499,0
0015,0015_2m_15P_-10V_-5H.jpg,-1.960,-23.523,0.502,0.502,0.502,0.501,1
0015,0015_2m_15P_-10V_0H.jpg,-1.505,-21.323,0.502,0.501,0.501,0.499,1
0015,0015_2m_15P_-10V_10H.jpg,-1.588,-23.329,0.503,0.500,0.502,0.499,1
0015,0015_2m_15P_-10V_15H.jpg,-2.072,-24.169,0.503,0.500,0.502,0.499,0
0015,0015_2m_15P_-10V_5H.jpg,-1.355,-23.710,0.502,0.501,0.502,0.500,1
0015,0015_2m_15P_0V_-10H.jpg,-2.262,-24.029,0.502,0.501,0.501,0.499,1
0015,0015_2m_15P_0V_-15H.jpg,-2.212,-23.483,0.502,0.501,0.500,0.499,0
0015,0015_2m_15P_0V_-5H.jpg,-2.092,-24.357,0.501,0.501,0.501,0.499,1
0015,0015_2m_15P_0V_0H.jpg,-1.632,-22.695,0.502,0.501,0.502,0.499,1
0015,0015_2m_15P_0V_10H.jpg,-1.565,-23.313,0.504,0.500,0.502,0.500,1
0015,0015_2m_15P_0V_15H.jpg,-1.999,-24.396,0.502,0.500,0.502,0.498,0
0015,0015_2m_15P_0V_5H.jpg,-1.656,-24.537,0.502,0.501,0.502,0.499,1
0015,0015_2m_15P_10V_-10H.jpg,-2.173,-24.833,0.501,0.501,0.501,0.499,1
0015,0015_2m_15P_10V_-15H.jpg,-2.237,-24.475,0.502,0.500,0.501,0.499,0
0015,0015_2m_15P_10V_-5H.jpg,-1.557,-24.842,0.501,0.501,0.501,0.499,1
0015,0015_2m_15P_10V_0H.jpg,-1.834,-24.745,0.501,0.501,0.502,0.499,1
0015,0015_2m_15P_10V_10H.jpg,-1.487,-24.224,0.504,0.499,0.502,0.498,1
0015,0015_2m_15P_10V_15H.jpg,-1.616,-24.387,0.504,0.498,0.503,0.498,0
0015,0015_2m_15P_10V_5H.jpg,-1.411,-24.011,0.502,0.500,0.502,0.499,1
0015,0015_2m_30P_-10V_-10H.jpg,-1.902,-31.521,0.502,0.501,0.501,0.502,1
0015,0015_2m_30P_-10V_-15H.jpg,-2.119,-32.707,0.502,0.502,0.500,0.501,0
0015,0015_2m_30P_-10V_-5H.jpg,-1.623,-31.306,0.502,0.501,0.501,0.503,1
0015,0015_2m_30P_-10V_0H.jpg,-1.884,-31.838,0.503,0.501,0.502,0.502,1
0015,0015_2m_30P_-10V_10H.jpg,-0.867,-31.633,0.503,0.500,0.503,0.501,1
0015,0015_2m_30P_-10V_15H.jpg,-0.812,-31.969,0.502,0.500,0.503,0.501,0
0015,0015_2m_30P_-10V_5H.jpg,-1.557,-31.337,0.502,0.501,0.502,0.502,1
0015,0015_2m_30P_0V_-10H.jpg,-1.349,-33.604,0.502,0.501,0.501,0.501,1
0015,0015_2m_30P_0V_-15H.jpg,-1.506,-33.060,0.502,0.501,0.500,0.501,0
0015,0015_2m_30P_0V_-5H.jpg,-1.062,-33.577,0.502,0.501,0.502,0.502,1
0015,0015_2m_30P_0V_0H.jpg,-0.919,-32.242,0.501,0.500,0.503,0.501,1
0015,0015_2m_30P_0V_10H.jpg,-0.333,-33.024,0.504,0.501,0.502,0.502,1
0015,0015_2m_30P_0V_15H.jpg,-0.310,-32.532,0.504,0.499,0.504,0.501,0
0015,0015_2m_30P_0V_5H.jpg,-1.247,-33.111,0.502,0.501,0.503,0.501,1
0015,0015_2m_30P_10V_-10H.jpg,-1.254,-33.365,0.501,0.500,0.501,0.500,1
0015,0015_2m_30P_10V_-15H.jpg,-1.168,-33.776,0.501,0.500,0.501,0.501,0
0015,0015_2m_30P_10V_-5H.jpg,-1.174,-32.576,0.501,0.501,0.501,0.501,1
0015,0015_2m_30P_10V_0H.jpg,-0.920,-32.612,0.502,0.500,0.502,0.501,1
0015,0015_2m_30P_10V_10H.jpg,-0.513,-32.753,0.503,0.499,0.503,0.499,1
0015,0015_2m_30P_10V_15H.jpg,-0.627,-33.406,0.503,0.499,0.503,0.499,0
0015,0015_2m_30P_10V_5H.jpg,-0.896,-32.892,0.502,0.500,0.502,0.500,1
0016,0016_2m_-15P_-10V_-10H.jpg,-2.348,27.705,0.499,0.500,0.496,0.499,1
0016,0016_2m_-15P_-10V_-15H.jpg,-2.373,30.220,0.498,0.501,0.494,0.499,0
0016,0016_2m_-15P_-10V_-5H.jpg,-2.415,30.495,0.500,0.500,0.499,0.500,1
0016,0016_2m_-15P_-10V_0H.jpg,-2.263,30.431,0.499,0.500,0.500,0.500,1
0016,0016_2m_-15P_-10V_10H.jpg,-2.104,31.353,0.499,0.499,0.498,0.499,1
0016,0016_2m_-15P_-10V_15H.jpg,-1.932,30.713,0.501,0.501,0.500,0.500,0
0016,0016_2m_-15P_-10V_5H.jpg,-2.703,31.025,0.500,0.499,0.500,0.500,1
0016,0016_2m_-15P_0V_-10H.jpg,-1.849,28.957,0.498,0.500,0.499,0.500,1
0016,0016_2m_-15P_0V_-15H.jpg,-2.587,30.025,0.498,0.500,0.497,0.499,0
0016,0016_2m_-15P_0V_-5H.jpg,-1.841,31.103,0.498,0.500,0.500,0.499,1
0016,0016_2m_-15P_0V_0H.jpg,-2.004,32.022,0.499,0.501,0.499,0.500,1
0016,0016_2m_-15P_0V_10H.jpg,-1.288,30.617,0.500,0.500,0.500,0.500,1
0016,0016_2m_-15P_0V_15H.jpg,-0.894,31.145,0.501,0.501,0.500,0.499,0
0016,0016_2m_-15P_0V_5H.jpg,-1.484,31.867,0.499,0.500,0.500,0.499,1
0016,0016_2m_-15P_10V_-10H.jpg,-1.868,32.010,0.498,0.499,0.500,0.499,1
0016,0016_2m_-15P_10V_-15H.jpg,-1.611,31.339,0.497,0.499,0.497,0.497,0
0016,0016_2m_-15P_10V_-5H.jpg,-1.838,31.133,0.498,0.500,0.501,0.499,1
0016,0016_2m_-15P_10V_0H.jpg,-1.155,29.968,0.499,0.501,0.499,0.498,1
0016,0016_2m_-15P_10V_10H.jpg,-1.102,30.091,0.500,0.500,0.500,0.499,1
0016,0016_2m_-15P_10V_15H.jpg,0.247,30.265,0.501,0.501,0.499,0.499,0
0016,0016_2m_-15P_10V_5H.jpg,-0.514,29.833,0.499,0.501,0.501,0.499,1
0016,0016_2m_-30P_-10V_-10H.jpg,178.483,41.387,0.499,0.496,0.497,0.500,1
0016,0016_2m_-30P_-10V_-15H.jpg,178.898,39.717,0.497,0.499,0.499,0.500,0
0016,0016_2m_-30P_-10V_-5H.jpg,-2.090,38.298,0.498,0.498,0.497,0.500,1
0016,0016_2m_-30P_-10V_0H.jpg,-2.902,39.078,0.498,0.497,0.498,0.499,1
0016,0016_2m_-30P_-10V_10H.jpg,178.036,41.186,0.499,0.493,0.500,0.499,1
0016,0016_2m_-30P_-10V_15H.jpg,178.170,42.203,0.500,0.494,0.500,0.499,0
0016,0016_2m_-30P_-10V_5H.jpg,178.672,41.426,0.498,0.497,0.500,0.500,1
0016,0016_2m_-30P_0V_-10H.jpg,178.125,41.546,0.499,0.501,0.498,0.500,1
0016,0016_2m_-30P_0V_-15H.jpg,178.314,42.385,0.498,0.500,0.497,0.500,0
0016,0016_2m_-30P_0V_-5H.jpg,178.522,41.914,0.498,0.499,0.499,0.499,1
0016,0016_2m_-30P_0V_0H.jpg,179.758,44.331,0.498,0.500,0.500,0.499,1
0016,0016_2m_-30P_0V_10H.jpg,179.467,41.847,0.499,0.494,0.501,0.498,1
0016,0016_2m_-30P_0V_15H.jpg,179.168,42.275,0.499,0.497,0.501,0.498,0
0016,0016_2m_-30P_0V_5H.jpg,178.798,40.353,0.498,0.498,0.500,0.499,1
0016,0016_2m_-30P_10V_-10H.jpg,179.384,43.204,0.499,0.501,0.499,0.500,1
0016,0016_2m_-30P_10V_-15H.jpg,178.739,42.466,0.498,0.501,0.499,0.500,0
0016,0016_2m_-30P_10V_-5H.jpg,179.006,43.076,0.498,0.501,0.500,0.498,1
0016,0016_2m_-30P_10V_0H.jpg,179.534,41.880,0.499,0.502,0.500,0.498,1
0016,0016_2m_-30P_10V_10H.jpg,178.982,41.625,0.498,0.500,0.501,0.498,1
0016,0016_2m_-30P_10V_15H.jpg,179.923,41.391,0.498,0.500,0.502,0.498,0
0016,0016_2m_-30P_10V_5H.jpg,179.663,42.313,0.498,0.502,0.501,0.498,1
0016,0016_2m_0P_-10V_-10H.jpg,-2.810,14.991,0.499,0.501,0.495,0.498,1
0016,0016_2m_0P_-10V_-15H.jpg,-3.211,19.062,0.499,0.501,0.496,0.498,0
0016,0016_2m_0P_-10V_-5H.jpg,-2.897,16.822,0.500,0.501,0.496,0.498,1
0016,0016_2m_0P_-10V_0H.jpg,-3.009,15.830,0.499,0.501,0.499,0.499,1
0016,0016_2m_0P_-10V_10H.jpg,-2.552,16.567,0.500,0.499,0.500,0.499,1
0016,0016_2m_0P_-10V_15H.jpg,-2.238,18.843,0.500,0.498,0.500,0.499,0
0016,0016_2m_0P_-10V_5H.jpg,-2.428,17.056,0.499,0.500,0.500,0.499,1
0016,0016_2m_0P_0V_-10H.jpg,-3.204,18.914,0.499,0.500,0.499,0.499,1
0016,0016_2m_0P_0V_-15H.jpg,-3.179,16.383,0.498,0.500,0.498,0.497,0
0016,0016_2m_0P_0V_-5H.jpg,-2.772,19.063,0.500,0.501,0.499,0.498,1
0016,0016_2m_0P_0V_0H.jpg,-2.122,12.590,0.499,0.500,0.500,0.499,1
0016,0016_2m_0P_0V_10H.jpg,-2.536,15.501,0.500,0.501,0.500,0.499,1
0016,0016_2m_0P_0V_15H.jpg,-2.295,11.350,0.501,0.501,0.500,0.499,0
0016,0016_2m_0P_0V_5H.jpg,-2.844,10.788,0.499,0.500,0.501,0.500,1
0016,0016_2m_0P_10V_-10H.jpg,-2.556,18.559,0.500,0.499,0.500,0.498,1
0016,0016_2m_0P_10V_-15H.jpg,-3.386,16.883,0.499,0.501,0.497,0.497,0
0016,0016_2m_0P_10V_-5H.jpg,-2.524,15.130,0.499,0.500,0.499,0.497,1
0016,0016_2m_0P_10V_0H.jpg,-2.114,13.059,0.500,0.499,0.500,0.498,1
0016,0016_2m_0P_10V_10H.jpg,-1.576,12.414,0.499,0.499,0.501,0.499,1
0016,0016_2m_0P_10V_15H.jpg,-1.451,15.722,0.502,0.501,0.500,0.498,0
0016,0016_2m_0P_10V_5H.jpg,-1.842,15.757,0.499,0.500,0.501,0.499,1
0016,0016_2m_15P_-10V_-10H.jpg,-3.143,-28.814,0.501,0.501,0.500,0.501,1
0016,0016_2m_15P_-10V_-15H.jpg,-3.699,-30.250,0.500,0.501,0.500,0.501,0
0016,0016_2m_15P_-10V_-5H.jpg,-3.127,-29.858,0.502,0.501,0.501,0.500,1
0016,0016_2m_15P_-10V_0H.jpg,-2.792,-28.463,0.502,0.501,0.501,0.499,1
